Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,23401,,,2020-05-11 20:00:00,140004402
Gujarat,India,8542,,,2020-05-11 20:00:00,140001927
Tamil Nadu,India,8002,,,2020-05-11 20:00:00,140001938
Delhi,India,7233,,,2020-05-11 20:00:00,140001944
Rajasthan,India,3988,,,2020-05-11 20:00:00,140001929
Madhya Pradesh,India,3785,,,2020-05-11 20:00:00,140001931
Uttar Pradesh,India,3573,,,2020-05-11 20:00:00,140001926
Andhra Pradesh,India,2018,,,2020-05-11 20:00:00,140004401
West Bengal,India,2063,,,2020-05-11 20:00:00,140001940
Punjab,India,1877,,,2020-05-11 20:00:00,140001934
Telangana,India,1275,,,2020-05-11 20:00:00,140004405
Karnataka,India,862,,,2020-05-11 20:00:00,140004403
Haryana,India,730,,,2020-05-11 20:00:00,140001933
Bihar,India,749,,,2020-05-11 20:00:00,140001937
Kerala,India,520,,,2020-05-11 20:00:00,140001930
Odisha,India,414,,,2020-05-11 20:00:00,140001936
Chandigarh,India,181,,,2020-05-11 20:00:00,140001945
Jharkhand,India,161,,,2020-05-11 20:00:00,140001943
Tripura,India,152,,,2020-05-11 20:00:00,140001949
Uttarakhand,India,68,,,2020-05-11 20:00:00,140001932
Assam,India,65,,,2020-05-11 20:00:00,140001939
Chhattisgarh,India,59,,,2020-05-11 20:00:00,140004404
Himachal Pradesh,India,59,,,2020-05-11 20:00:00,140001941
Andaman and Nicobar Islands,India,33,,,2020-05-11 20:00:00,140001955
Meghalaya,India,13,,,2020-05-11 20:00:00,140001952
Puducherry,India,12,,,2020-05-11 20:00:00,140001953
Goa,India,7,,,2020-05-11 20:00:00,140001956
Manipur,India,2,,,2020-05-11 20:00:00,140001942
Mizoram,India,1,,,2020-05-11 20:00:00,140001928
Arunachal Pradesh,India,1,,,2020-05-11 20:00:00,140002691
Dadra and Nagar Haveli,India,1,,,2020-05-11 20:00:00,140001947
Nagaland,India,0,,,2020-05-11 20:00:00,140001950
Daman & Diu,India,0,,,2020-05-11 20:00:00,140001948
Lakshadweep,India,0,,,2020-05-11 20:00:00,140001954
Sikkim,India,0,,,2020-05-11 20:00:00,140001951
British Columbia,Canada,2353,,,2020-05-12 00:00:00,140002874
Alberta,Canada,6300,,,2020-05-12 00:00:00,140002879
Saskatchewan,Canada,568,,,2020-05-12 00:00:00,140002878
Manitoba,Canada,289,,,2020-05-12 00:00:00,140002877
Ontario,Canada,20546,,,2020-05-12 00:00:00,140002875
Quebec,Canada,38469,,,2020-05-12 00:00:00,140002869
Newfoundland,Canada,261,,,2020-05-12 00:00:00,140002930
New Brunswick,Canada,120,,,2020-05-12 00:00:00,140002928
Nova Scotia,Canada,1019,,,2020-05-12 00:00:00,140002929
Prince Edward Island,Canada,27,,,2020-05-12 00:00:00,140002931
Yukon,Canada,11,,,2020-05-12 00:00:00,140002880
Northwest Territories,Canada,5,,,2020-05-12 00:00:00,140002881
Nunavut,Canada,0,,,2020-05-12 00:00:00,140003914
Repatriated travellers,Canada,13,,,2020-05-12 00:00:00,
Lombardy,Italy,80723,,,2020-05-11 20:00:00,140000679
Piedmont,Italy,28380,,,2020-05-11 20:00:00,140000673
Emilia-Romagna,Italy,26598,,,2020-05-11 20:00:00,140000680
Veneto,Italy,18618,,,2020-05-11 20:00:00,140000678
Tuscany,Italy,9721,,,2020-05-11 20:00:00,140000675
Liguria,Italy,8743,,,2020-05-11 20:00:00,140000687
Lazio,Italy,7086,,,2020-05-11 20:00:00,140000686
Marche,Italy,6470,,,2020-05-11 20:00:00,140000674
Campania,Italy,4562,,,2020-05-11 20:00:00,140000676
Apulia,Italy,4256,,,2020-05-11 20:00:00,140000677
Sicily,Italy,3303,,,2020-05-11 20:00:00,140000672
Friuli-Venezia Giulia,Italy,3116,,,2020-05-11 20:00:00,140000688
Abruzzo,Italy,3078,,,2020-05-11 20:00:00,140000685
Umbria,Italy,1406,,,2020-05-11 20:00:00,140000690
Sardinia,Italy,1332,,,2020-05-11 20:00:00,140000682
Valle d'aosta,Italy,1151,,,2020-05-11 20:00:00,140000691
Calabria,Italy,1144,,,2020-05-11 20:00:00,140000684
Basilicata,Italy,399,,,2020-05-11 20:00:00,140000689
Molise,Italy,327,,,2020-05-11 20:00:00,140000683
Daegu,South Korea,6861,,,2020-05-11 11:00:00,140004292
Gyeongsangbuk-do,South Korea,1366,,,2020-05-11 11:00:00,140004295
Gyeonggi-do,South Korea,698,,,2020-05-11 11:00:00,140004304
Seoul,South Korea,683,,,2020-05-11 11:00:00,140004303
Chungcheongnam-do,South Korea,143,,,2020-05-11 11:00:00,140004302
Busan,South Korea,141,,,2020-05-11 11:00:00,140004297
Gyeongsangnam-do,South Korea,117,,,2020-05-11 11:00:00,140004298
Incheon,South Korea,104,,,2020-05-11 11:00:00,140004305
Gangwon-do,South Korea,54,,,2020-05-11 11:00:00,140004294
Chungcheongbuk-do,South Korea,52,,,2020-05-11 11:00:00,140004291
Sejong,South Korea,47,,,2020-05-11 11:00:00,140004290
Ulsan,South Korea,44,,,2020-05-11 11:00:00,140004296
Daejeon,South Korea,41,,,2020-05-11 11:00:00,140004289
Gwangju,South Korea,30,,,2020-05-11 11:00:00,140004293
Jeollabuk-do,South Korea,19,,,2020-05-11 11:00:00,140004301
Jeollanam-do,South Korea,16,,,2020-05-11 11:00:00,140004300
Jeju-do,South Korea,14,,,2020-05-11 11:00:00,140004299
Tyrol,Austria,3427,,,2020-05-12 00:00:00,140003806
Lower Austria,Austria,2495,,,2020-05-12 00:00:00,140003799
Upper Austria,Austria,2205,,,2020-05-12 00:00:00,140003801
Vienna,Austria,2204,,,2020-05-12 00:00:00,140003807
Styria,Austria,1663,,,2020-05-12 00:00:00,140003802
Salzburg,Austria,1201,,,2020-05-12 00:00:00,140003805
Vorarlberg,Austria,859,,,2020-05-12 00:00:00,140003800
Carinthia,Austria,394,,,2020-05-12 00:00:00,140003804
Burgenland,Austria,307,,,2020-05-12 00:00:00,140003803
Flanders,Belgium,27492,,,2020-05-11 17:00:00,
Walloon Brabant,Belgium,16214,,,2020-05-11 17:00:00,140003274
Brussels,Belgium,5113,,,2020-05-11 17:00:00,140003275
Attica,Greece,1031,,,2020-05-11 20:00:00,140000004
Aegean Islands,Greece,9,,,2020-05-11 20:00:00,
Thrace,Greece,24,,,2020-05-11 20:00:00,
Macedonia,Greece,122,,,2020-05-11 20:00:00,
Epirus,Greece,7,,,2020-05-11 20:00:00,140000010
